CSCv2_name,CSCv2_RA,CSCv2_DEC,CSCv2_PU,CSCv2_S/N,Fs,e_Fs,Fm,e_Fm,Fh,e_Fh,Fb,e_Fb,P_intra,P_inter,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class,Class_prob,e_Class_prob,CT,CSCv2_flags,Catalog_name,True_Class,Class_ref
2CXO J005811.4-272635,14.5476099,-27.4432565,0.89,5.9,7e-15,1e-15,5e-15,1e-15,7e-15,3e-15,1.9e-14,4e-15,0.277,0.7,20.33,0.01,20.5,0.1,19.76,0.09,,,,,,,16.9,0.1,16.0,0.2,12.3,0.4,2.0,1.0,0.929,658.0,455.0,1054.0,0.99,0.01,0.0,0.0,0.001,0.0,0.0001,0.001,0.03,0.02,0.001,0.0003,0.004,0.01,0.0009,0.003,AGN,0.99,0.03,21.716,,2QZ J005811-2726,AGN,2010A&A...518A..10V
2CXO J005818.1-272848,14.5756789,-27.4800522,0.76,4.12,2.2e-15,7e-16,2.7e-15,1e-15,1.3e-14,5e-15,1.8e-14,5e-15,0.575,0.055,19.827,0.006,20.08,0.07,19.41,0.04,,,,,,,16.35,0.07,15.17,0.09,12.0,0.3,0.2,0.5,0.387,1966.0,1216.0,3234.0,1.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.01,0.003,0.002,0.0003,0.004,0.001,0.001,0.006,AGN,1.0,0.01,53.191,,SGP4:25,AGN,2010A&A...518A..10V
2CXO J005926.8-004938,14.8617566,-0.8274303,0.83,6.5,4e-15,1e-15,4e-15,1e-15,1.7e-14,4e-15,2.5e-14,4e-15,0.27,,20.75,0.02,20.5,0.2,20.3,0.1,,,,,,,17.5,0.2,16.8,0.4,12.08,,,,,,,,0.8,0.2,0.0,0.0,0.0,0.06,0.002,0.01,0.3,0.2,0.002,0.001,0.002,0.08,0.006,0.01,AGN,0.8,0.3,1.282,,SDSS J00594-0049,AGN,2010A&A...518A..10V
2CXO J010026.1-334107,15.109022,-33.6853999,0.73,11.51,1.2e-15,2e-16,2.3e-15,3e-16,8e-15,1e-15,1.1e-14,1e-15,0.999,0.999,20.716,0.007,20.43,0.05,19.3,0.03,,,,,,,15.02,0.04,14.39,0.05,11.0,0.1,-2.0,1.0,0.938,1519.0,909.0,2228.0,0.94,0.008,0.0001,0.0,0.02,0.02,0.0,0.02,0.03,0.009,0.001,0.001,0.02,0.02,0.002,0.01,AGN,0.94,0.03,18.975,,Q J0100-3341,AGN,2010A&A...518A..10V
2CXO J010032.2-020046,15.1342217,-2.0128139,0.84,1.95,1.3e-15,9e-16,8e-18,6e-18,1e-15,7e-16,2e-15,1e-15,,,19.067,0.006,18.42,0.03,17.46,0.04,16.09,0.09,15.3,0.1,14.22,0.07,12.86,0.02,11.75,0.02,8.41,0.02,-0.2,0.3,0.399,3413.0,1973.0,4791.0,0.4,0.02,0.01,0.01,0.06,0.004,0.001,0.5,0.2,0.02,0.02,0.02,0.04,0.007,0.004,0.2,YSO,0.5,0.2,0.124,,LBQS J0100-0200,AGN,2010A&A...518A..10V
2CXO J010250.3-220929,15.7097141,-22.1580623,0.71,52.79,8.9e-14,2e-15,4.4e-14,1e-15,1.15e-13,3e-15,2.48e-13,4e-15,0.907,1.0,18.228,0.006,18.49,0.03,17.7,0.02,16.9,0.2,15.93,,15.8,0.2,14.01,0.03,12.96,0.03,10.2,0.07,-0.1,0.2,0.186,5777.0,4069.0,7244.0,0.997,0.001,0.0,0.0,0.0001,0.001,0.0,0.0,0.006,0.004,0.0004,0.0,0.0008,0.004,0.0004,0.001,AGN,0.997,0.006,97.998,extent,RX J01028-2209,AGN,2010A&A...518A..10V
2CXO J010514.4+000226,16.3103427,0.0406482,0.74,12.68,6.5e-14,9e-15,3e-14,4e-15,7e-14,1e-14,1.6e-13,1e-14,0.744,,20.19,0.01,19.8,0.07,18.62,0.05,17.1,0.2,16.1,0.2,15.6,0.2,14.94,0.04,14.19,0.05,11.6,0.2,-0.8,0.8,1.237,2099.0,1306.0,3671.0,0.98,0.01,0.0001,0.0,0.0,0.01,0.0001,0.01,0.04,0.01,0.0007,0.002,0.002,0.02,0.0007,0.01,AGN,0.98,0.04,18.303,,SDSS J01052+0002,AGN,2010A&A...518A..10V
2CXO J010715.9-083429,16.8165686,-8.5748796,0.72,8.28,5.9e-14,1e-14,3e-14,7e-15,9e-14,2e-14,1.8e-13,3e-14,0.177,,18.86,0.005,18.82,0.03,18.0,0.02,16.8,0.2,16.5,0.2,15.4,0.2,14.03,0.03,13.2,0.03,10.7,0.1,0.1,0.3,0.529,3142.0,1846.0,5283.0,0.99,0.0,0.0,0.0,0.0,0.002,0.0001,0.002,0.02,0.01,0.0005,0.002,0.001,0.006,0.0007,0.007,AGN,0.99,0.02,34.813,,SDSS J01072-0834,AGN,2010A&A...518A..10V
2CXO J010838.7+013500,17.1615692,1.5833957,0.71,95.46,2.44e-13,5e-15,2.25e-13,4e-15,7.8e-13,2e-14,1.25e-12,2e-14,0.619,1.0,17.67,0.02,17.9,0.05,17.09,0.08,16.7,0.1,15.7,0.1,14.9,0.1,13.24,0.03,12.08,0.02,8.85,0.03,-0.2,0.1,0.115,6753.0,4627.0,9310.0,0.997,0.002,0.0,0.0,0.0,0.001,0.0,0.001,0.006,0.004,0.0,0.001,0.0,0.003,0.0,0.003,AGN,0.997,0.006,95.578,conf,PKS 0106+01,AGN,2010A&A...518A..10V
2CXO J010944.3+731157,17.4347249,73.1991937,0.71,23.82,8e-15,2e-15,4.4e-14,6e-15,1.78e-12,8e-14,1.84e-12,8e-14,0.563,,20.461,0.009,20.62,0.09,18.39,0.03,16.2,0.1,15.3,0.1,14.2,0.08,12.75,0.02,11.53,0.02,8.2,0.02,1.3,0.8,0.918,2905.0,1545.0,3793.0,0.97,0.01,0.0001,0.007,0.0,0.008,0.001,0.004,0.02,0.01,0.0009,0.009,0.0003,0.01,0.003,0.007,AGN,0.97,0.02,30.862,extent|pileup,3C  33.1,AGN,2010A&A...518A..10V
2CXO J011227.5-011221,18.114976,-1.2061015,0.8,2.7,8e-18,6e-18,2e-15,2e-15,2.2e-14,1e-14,2e-14,1e-14,,,17.988,0.006,18.29,0.03,17.51,0.02,16.6,0.1,16.3,0.2,15.3,0.2,14.32,0.03,12.86,0.03,9.72,0.05,-0.1,0.1,0.156,5035.0,3445.0,7256.0,0.94,0.01,0.001,0.01,0.0,0.002,0.0,0.03,0.05,0.01,0.005,0.02,0.004,0.005,0.001,0.03,AGN,0.94,0.05,11.412,,Q 0109-0128,AGN,2010A&A...518A..10V
2CXO J011309.0+153553,18.2878099,15.5982245,0.78,18.8,2.5e-14,2e-15,1.4e-14,1e-15,3.9e-14,4e-15,7.8e-14,5e-15,0.285,,18.369,0.004,18.63,0.02,17.88,0.02,,,,,,,14.84,0.03,13.34,0.03,10.08,0.06,-0.2,0.2,0.34,4433.0,3242.0,6304.0,1.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0009,0.0,0.0,0.0004,0.0003,0.0,0.0004,AGN,1.0,0.001,492.944,,SDSS J01131+1535,AGN,2010A&A...518A..10V
2CXO J011341.8+005000,18.4242376,0.8335181,0.82,4.8,6e-15,2e-15,1.2e-14,4e-15,3e-14,1e-14,4e-14,1e-14,0.432,,19.517,0.006,19.69,0.07,19.14,0.05,,,,,,,16.8,0.1,15.7,0.1,12.3,0.4,0.3,0.4,1.507,2073.0,1204.0,3698.0,0.99,0.01,0.0,0.0,0.0,0.004,0.0,0.001,0.02,0.01,0.0005,0.0005,0.002,0.008,0.001,0.003,AGN,0.99,0.02,28.678,,SDSS J01136+0050,AGN,2010A&A...518A..10V
2CXO J011537.7+002029,18.9070862,0.3414385,0.76,16.34,3.5e-14,4e-15,2.3e-14,2e-15,5.9e-14,7e-15,1.17e-13,8e-15,0.415,,19.22,0.01,19.34,0.04,18.8,0.04,,,,,,,15.27,0.04,14.14,0.05,11.2,0.2,-0.4,0.4,0.561,3417.0,2009.0,5120.0,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0006,0.0,0.0,0.0003,0.0,0.0004,0.0,AGN,0.9999,0.0008,682.217,,Q 0113+000,AGN,2010A&A...518A..10V
2CXO J011853.6-010007,19.723371,-1.0020321,0.72,12.55,9e-15,1e-15,2.7e-15,6e-16,7e-15,2e-15,1.9e-14,2e-15,0.315,,20.44,0.03,16.7,0.03,15.25,0.01,13.52,0.07,12.96,0.1,12.37,0.07,11.35,0.02,11.38,0.02,10.8,0.1,,,,,,,0.4,0.08,0.01,0.01,0.13,0.05,0.002,0.31,0.1,0.05,0.01,0.01,0.06,0.03,0.008,0.09,AGN,0.4,0.1,0.486,extent,UGC   842,AGN,2010A&A...518A..10V
2CXO J011927.4-083133,19.8642263,-8.5259618,0.95,7.64,4e-15,1e-15,8e-15,2e-15,5.6e-14,1e-14,7e-14,1e-14,0.02,,19.046,0.007,19.22,0.06,18.61,0.03,,,,,,,15.43,0.04,14.35,0.05,11.7,0.3,0.0,0.3,0.213,3043.0,2061.0,5465.0,1.0,0.001,0.0,0.0001,0.0,0.001,0.0,0.002,0.01,0.004,0.0003,0.0009,0.001,0.004,0.001,0.005,AGN,1.0,0.01,63.867,,SDSS J01194-0831,AGN,2010A&A...518A..10V
2CXO J012657.2+330730,21.7385121,33.1250991,0.75,34.54,4.6e-13,2e-14,2.6e-13,1e-14,4.5e-13,3e-14,1.17e-12,4e-14,0.709,,19.26,0.01,19.51,0.04,18.79,0.04,,,,,,,15.18,0.03,14.62,0.05,12.3,0.4,-0.3,0.3,0.361,3021.0,2085.0,7087.0,0.75,0.21,0.001,0.0001,0.004,0.03,0.004,0.003,0.09,0.08,0.002,0.0008,0.006,0.02,0.007,0.006,AGN,0.75,0.09,3.064,,RXS J01269+3307,AGN,2010A&A...518A..10V
2CXO J013253.3-095239,23.2221859,-9.8776243,0.71,22.85,1.25e-13,9e-15,1.12e-13,9e-15,4.3e-13,3e-14,6.7e-13,4e-14,0.366,,18.173,0.008,18.31,0.03,17.47,0.02,16.9,0.2,16.0,0.2,14.7,0.1,13.96,0.03,13.1,0.03,10.44,0.08,0.1,0.2,0.101,4666.0,3157.0,9976.0,0.99,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.004,0.0,0.001,0.0003,0.002,0.0003,0.01,AGN,0.99,0.01,42.913,,SDSS J01328-0952,AGN,2010A&A...518A..10V
2CXO J013418.1+001536,23.5758023,0.2601731,0.71,24.74,1.38e-13,9e-15,1.02e-13,8e-15,3.7e-13,3e-14,6.1e-13,3e-14,0.189,,16.485,0.004,16.618,0.01,16.1,0.008,15.61,0.06,14.77,0.05,13.55,0.04,11.94,0.02,10.94,0.02,8.62,0.03,0.02,0.06,0.201,7098.0,5600.0,8923.0,0.99,0.007,0.0,0.0,0.0001,0.001,0.0,0.003,0.01,0.01,0.0005,0.002,0.0008,0.003,0.0005,0.006,AGN,0.99,0.01,44.124,extent|pileup,UM 341,AGN,2010A&A...518A..10V
2CXO J013805.3-125210,24.5224477,-12.8695595,0.73,17.79,4.4e-14,4e-15,1.3e-14,1e-15,5.4e-14,6e-15,1.1e-13,8e-15,0.922,0.621,18.532,0.004,17.106,0.008,15.905,0.005,14.5,0.1,13.7,0.1,12.92,0.07,11.21,0.03,9.92,0.02,6.12,0.02,0.3,0.3,0.372,1605.0,1165.0,2108.0,0.97,0.004,0.0,0.0,0.001,0.01,0.0,0.01,0.02,0.006,0.001,0.002,0.004,0.01,0.0003,0.01,AGN,0.97,0.02,29.763,,KUG 0135-131,AGN,2010A&A...518A..10V
2CXO J013847.5-103127,24.6980465,-10.5242717,0.89,10.79,2.1e-14,3e-15,1.6e-14,3e-15,3e-14,6e-15,6.8e-14,7e-15,0.882,,19.415,0.005,19.54,0.04,19.05,0.04,,,,,,,15.16,0.04,14.01,0.04,11.1,0.1,-0.0,0.4,0.255,2372.0,1520.0,3527.0,0.999,0.001,0.0,0.0,0.0,0.0001,0.0,0.0,0.003,0.002,0.0003,0.0,0.002,0.0008,0.0003,0.0003,AGN,0.999,0.003,181.068,,SDSS J01387-1031,AGN,2010A&A...518A..10V
2CXO J014040.8-075848,25.1704118,-7.9802211,0.74,29.23,5e-13,3e-14,2.6e-13,1e-14,4.7e-13,3e-14,1.23e-12,5e-14,0.064,,18.913,0.006,19.09,0.04,18.21,0.03,,,,,,,14.56,0.03,14.07,0.04,12.0,0.3,-0.1,0.3,0.292,3773.0,2320.0,5363.0,0.78,0.19,0.0,0.0,0.004,0.03,0.003,0.004,0.09,0.08,0.002,0.001,0.006,0.02,0.007,0.007,AGN,0.78,0.09,3.393,,RXS J01406-0758,AGN,2010A&A...518A..10V
2CXO J014357.7+022059,25.990769,2.3498157,0.71,73.94,1.53e-13,3e-15,4.6e-14,2e-15,2.04e-13,8e-15,4.03e-13,9e-15,0.856,0.46,17.93,0.01,15.437,0.009,14.195,0.005,12.83,0.08,12.02,0.09,11.45,0.05,10.02,0.02,8.89,0.02,5.24,0.01,,,,,,,0.96,0.006,0.0,0.001,0.001,0.02,0.0,0.01,0.02,0.008,0.001,0.004,0.003,0.01,0.0005,0.01,AGN,0.96,0.02,26.717,extent,MARK  573,AGN,2010A&A...518A..10V
2CXO J014756.9+000021,26.987485,0.0059829,0.91,5.09,7e-15,2e-15,4e-15,1e-15,1.2e-14,5e-15,2.2e-14,5e-15,0.793,0.533,19.992,0.008,20.15,0.08,19.62,0.08,,,,,,,16.61,0.08,15.31,0.1,12.1,0.3,0.8,0.5,1.142,1102.0,789.0,1697.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.007,0.003,0.0004,0.0003,0.003,0.0005,0.0008,0.001,AGN,0.999,0.007,100.561,,SDSS J01479+0000,AGN,2010A&A...518A..10V
2CXO J015234.7-135929,28.144684,-13.9916178,0.93,5.96,2.7e-15,8e-16,2.3e-15,7e-16,7e-15,2e-15,1.2e-14,3e-15,0.581,,21.23,0.03,21.0,0.2,20.0,0.2,,,,,,,15.54,0.04,15.14,0.08,12.2,0.3,,,,,,,0.95,0.02,0.001,0.0,0.003,0.02,0.001,0.01,0.05,0.03,0.002,0.002,0.009,0.02,0.003,0.02,AGN,0.95,0.05,11.695,,CXOMP J01525-1359,AGN,2010A&A...518A..10V
2CXO J015650.2+005308,29.2095063,0.885689,0.73,8.5,2e-14,4e-15,1.6e-14,4e-15,1e-13,2e-14,1.4e-13,2e-14,0.063,,18.292,0.004,18.58,0.03,17.7,0.04,16.6,0.1,15.8,0.1,15.6,0.2,14.88,0.03,13.99,0.04,11.3,0.1,-0.3,0.2,0.217,5352.0,3347.0,8313.0,0.99,0.01,0.0,0.0,0.0001,0.002,0.0001,0.001,0.02,0.01,0.0006,0.002,0.0008,0.006,0.0008,0.003,AGN,0.99,0.02,30.405,,SDSS J01568+0053,AGN,2010A&A...518A..10V
2CXO J015716.9-005304,29.3204876,-0.8845348,0.73,4.34,2e-15,1e-15,1.3e-15,9e-16,3.6e-14,1e-14,3.9e-14,1e-14,0.265,,20.93,0.02,20.8,0.2,19.31,0.07,,,,,,,15.36,0.03,14.36,0.02,,,,,,,,,0.87,0.03,0.001,0.01,0.0,0.04,0.01,0.04,0.05,0.02,0.003,0.01,0.002,0.03,0.01,0.03,AGN,0.87,0.05,10.383,,SDSS J01572-0053,AGN,2010A&A...518A..10V
2CXO J015841.4-432503,29.6725283,-43.4177268,0.71,51.63,5.4e-14,2e-15,3.8e-14,1e-15,1.17e-13,5e-15,2.09e-13,6e-15,0.954,1.0,17.598,0.004,17.52,0.01,17.01,0.01,16.4,0.1,15.4,0.1,15.1,0.1,13.79,0.03,12.61,0.02,9.96,0.05,-0.1,0.1,0.402,7170.0,4876.0,9633.0,0.993,0.003,0.0,0.0,0.0001,0.004,0.0,0.001,0.01,0.006,0.0,0.0004,0.0008,0.007,0.0,0.002,AGN,0.993,0.01,59.12,,CTQ 414,AGN,2010A&A...518A..10V
2CXO J020011.5-093126,30.0480316,-9.5239438,0.71,41.46,1.27e-13,6e-15,9.5e-14,4e-15,2.9e-13,1e-14,5.1e-13,2e-14,0.917,0.978,17.686,0.005,17.73,0.02,17.17,0.02,16.36,,15.8,0.1,15.23,,13.75,0.03,12.73,0.03,10.19,0.07,0.25,0.1,0.05,2905.0,2374.0,3745.0,0.992,0.003,0.002,0.0,0.0001,0.002,0.0,0.001,0.01,0.005,0.004,0.0006,0.0007,0.005,0.0003,0.004,AGN,0.992,0.01,67.206,,SDSS J02001-0931,AGN,2010A&A...518A..10V
2CXO J020014.8+312546,30.0620257,31.4294709,0.73,8.99,2.2e-14,4e-15,9e-15,3e-15,3e-15,3e-15,3.4e-14,6e-15,0.02,,19.97,0.03,15.21,0.05,13.716,0.008,11.55,0.04,10.75,0.04,10.47,0.04,9.44,0.02,9.5,0.02,8.89,0.03,,,,,,,0.36,0.04,0.01,0.002,0.1,0.01,0.0,0.47,0.09,0.03,0.01,0.005,0.05,0.01,0.001,0.07,YSO,0.47,0.07,0.719,extent,NGC  777,AGN,2010A&A...518A..10V
2CXO J020847.2+002014,32.1967567,0.3372575,0.74,10.77,4.3e-14,6e-15,2.4e-14,5e-15,8e-14,1e-14,1.4e-13,2e-14,0.391,0.016,18.821,0.01,18.9,0.06,18.5,0.05,,,,,,,14.99,0.03,13.75,0.04,10.9,0.1,-0.0,0.3,0.298,3444.0,1816.0,5701.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0006,0.0003,0.0,0.0003,AGN,1.0,0.001,387.637,,SDSS J02087+0020,AGN,2010A&A...518A..10V
2CXO J020924.5-100811,32.3524629,-10.136545,0.74,10.17,3e-15,4e-16,1.3e-15,2e-16,1.5e-15,7e-16,5.8e-15,8e-16,0.958,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.0,0.0,0.0,0.03,0.5,0.17,0.002,0.09,0.001,0.0007,0.0,0.03,0.1,0.08,0.007,LMXB,0.5,0.1,1.392,extent|conf,NGC  835,AGN,2010A&A...518A..10V
2CXO J020950.7-000506,32.4612722,-0.0852166,0.93,3.65,1.2e-14,5e-15,1.3e-14,6e-15,3e-14,2e-14,5e-14,2e-14,0.386,,16.66,0.003,16.86,0.01,16.29,0.008,15.76,0.07,15.3,0.1,14.9,0.1,13.81,0.03,12.77,0.03,9.28,0.03,-0.03,0.07,0.089,8260.0,6178.0,10869.0,0.97,0.01,0.001,0.001,0.002,0.004,0.001,0.01,0.05,0.02,0.004,0.005,0.009,0.008,0.003,0.03,AGN,0.97,0.05,12.333,,UM 402,AGN,2010A&A...518A..10V
2CXO J021102.7-000910,32.7613073,-0.1529565,0.85,2.05,9e-16,6e-16,4e-15,2e-15,8e-18,6e-18,5e-15,2e-15,,,21.03,0.04,22.6,0.4,19.7,0.1,,,,,,,17.37,0.07,16.8,0.1,,,,,,,,,0.7,0.02,0.01,0.001,0.01,0.17,0.08,0.03,0.1,0.02,0.01,0.003,0.02,0.1,0.05,0.02,AGN,0.7,0.1,2.284,,SDSSp J02110-0009,AGN,2010A&A...518A..10V
2CXO J021113.3-000901,32.8054507,-0.1504372,0.96,3.26,4e-15,2e-15,6e-15,3e-15,1.1e-14,8e-15,2.1e-14,9e-15,0.226,,20.81,0.02,21.2,0.2,19.9,0.1,,,,,,,17.1,0.06,16.36,0.09,,,,,,,,,0.91,0.02,0.001,0.001,0.001,0.05,0.004,0.01,0.07,0.03,0.003,0.007,0.003,0.05,0.009,0.01,AGN,0.91,0.07,7.427,,SDSS J02112-0009,AGN,2010A&A...518A..10V
2CXO J021340.6+134756,33.4191815,13.7989669,0.77,2.23,3e-15,2e-15,8e-18,6e-18,1.6e-14,9e-15,1.9e-14,1e-14,,,18.35,0.01,18.45,0.05,17.69,0.03,17.0,0.2,16.3,0.2,15.3,0.2,13.57,0.03,12.56,0.02,9.99,0.06,0.2,0.2,0.3,2393.0,1707.0,3412.0,0.96,0.01,0.001,0.005,0.003,0.004,0.001,0.02,0.06,0.01,0.004,0.009,0.008,0.008,0.003,0.04,AGN,0.96,0.06,8.976,,SDSS J02136+1347,AGN,2010A&A...518A..10V
2CXO J021429.2-051744,33.6220447,-5.2957727,0.75,5.85,2.1e-14,5e-15,1e-14,4e-15,4e-14,1e-14,7e-14,1e-14,0.812,,19.184,0.005,19.7,0.1,18.43,0.05,,,,,,,15.68,0.04,15.7,0.1,12.4,0.4,0.7,0.3,0.4,1544.0,1194.0,2129.0,0.78,0.13,0.003,0.0,0.01,0.08,0.002,0.007,0.09,0.06,0.005,0.002,0.01,0.05,0.005,0.01,AGN,0.78,0.09,4.363,,PMN J0214-0518,AGN,2010A&A...518A..10V
2CXO J021808.5-051224,34.5356485,-5.2067541,0.82,15.62,7.9e-15,8e-16,6.7e-15,7e-16,1.6e-14,2e-15,3.1e-14,2e-15,0.839,,,,,,,,,,,,,,16.88,0.09,16.1,0.2,12.86,,,,,,,,0.99,0.002,0.0001,0.0,0.0,0.002,0.001,0.0,0.01,0.007,0.0008,0.0,0.001,0.008,0.004,0.002,AGN,0.99,0.01,43.053,,CIRS 18,AGN,2010A&A...518A..10V
2CXO J021817.1-050258,34.5716046,-5.0496035,0.85,14.2,1.2e-14,1e-15,5.3e-15,7e-16,1.9e-14,2e-15,3.6e-14,3e-15,0.446,,20.77,0.02,21.0,0.2,20.33,0.01,,,,,,,16.21,0.06,15.28,0.08,12.1,,,,,,,,0.99,0.01,0.0,0.0,0.0001,0.002,0.0,0.0,0.02,0.01,0.0005,0.0003,0.0008,0.007,0.001,0.002,AGN,0.99,0.02,34.804,,XMS J02182-0502,AGN,2010A&A...518A..10V
2CXO J021934.1-050859,34.8924183,-5.149839,0.85,17.29,1.5e-14,2e-15,9.1e-15,8e-16,2e-14,2e-15,4.5e-14,3e-15,0.644,0.815,20.54,0.02,20.6,0.3,19.8,0.2,,,,,,,16.78,0.08,15.46,0.1,12.2,0.3,,,,,,,0.999,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.003,0.0,0.0003,0.001,0.002,0.0004,0.001,AGN,0.999,0.004,144.441,extent|conf,XMS J02195-0508,AGN,2010A&A...518A..10V
2CXO J022002.0-050101,35.0085674,-5.0170832,0.85,14.94,8.2e-15,1e-15,4.1e-15,5e-16,1.5e-14,2e-15,2.7e-14,2e-15,0.532,0.232,19.078,0.007,19.29,0.04,18.66,0.04,,,,,,,15.93,0.02,14.63,0.03,,,0.0,0.3,0.182,2031.0,1359.0,2843.0,0.993,0.006,0.0,0.0,0.0,0.001,0.0,0.0,0.01,0.009,0.0004,0.0,0.0006,0.003,0.0004,0.002,AGN,0.993,0.01,51.876,extent,XMS J02200-0501,AGN,2010A&A...518A..10V
2CXO J022054.3-015650,35.2262801,-1.9473881,0.71,20.29,2e-14,4e-15,1.11e-13,9e-15,7.4e-13,5e-14,8.7e-13,5e-14,0.013,,20.15,0.01,19.06,0.05,17.45,0.04,16.05,0.1,15.4,0.1,14.5,0.09,13.47,0.03,12.63,0.02,10.15,0.06,,,,,,,0.96,0.01,0.0,0.002,0.0,0.02,0.0,0.01,0.02,0.01,0.001,0.005,0.001,0.02,0.0006,0.01,AGN,0.96,0.02,23.444,,3C  63,AGN,2010A&A...518A..10V
2CXO J022150.6+132740,35.4608797,13.4613395,0.72,7.69,3e-15,2e-15,6e-14,1e-14,2e-13,4e-14,2.6e-13,4e-14,0.1,,20.72,0.02,19.59,0.09,17.75,0.09,15.65,0.08,14.53,0.08,13.28,0.05,11.81,0.02,10.65,0.02,7.36,0.02,,,,,,,0.97,0.001,0.0001,0.003,0.0,0.01,0.0,0.02,0.02,0.003,0.0009,0.006,0.002,0.01,0.0005,0.01,AGN,0.97,0.02,27.881,,2MASS J02218+1327,AGN,2010A&A...518A..10V
2CXO J022224.4+422138,35.6017662,42.3606633,0.71,22.08,1.51e-14,8e-16,1.28e-14,8e-16,3e-14,2e-15,5.8e-14,3e-15,1.0,0.95,18.322,0.007,18.51,0.04,17.94,0.04,,,,,,,14.4,0.03,13.07,0.03,10.23,0.09,-0.4,0.2,0.003,4671.0,3095.0,7309.0,0.97,0.008,0.0,0.0,0.004,0.005,0.0,0.01,0.02,0.009,0.0,0.0003,0.007,0.007,0.0005,0.01,AGN,0.97,0.02,34.725,,CXO J02224+4221,AGN,2010A&A...518A..10V
2CXO J022311.5+425932,35.798212,42.9924355,0.71,16.43,1.4e-14,1e-15,1e-14,1e-15,2.4e-14,4e-15,4.8e-14,4e-15,0.777,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.3,0.001,0.0,0.002,0.5,0.2,0.0,0.03,0.2,0.004,0.0,0.006,0.2,0.1,0.001,LMXB,0.5,0.2,0.404,extent,3C  66.0B,AGN,2010A&A...518A..10V
2CXO J022353.6+421221,35.9736496,42.2059899,0.92,2.17,8e-18,6e-18,1e-15,1e-15,3e-14,2e-14,4e-14,2e-14,,,20.87,0.05,17.57,0.02,16.04,0.02,14.39,0.06,13.75,0.08,13.3,0.07,12.27,0.02,12.13,0.02,9.06,0.03,,,,,,,0.8,0.01,0.01,0.04,0.0,0.01,0.001,0.1,0.2,0.02,0.03,0.04,0.01,0.02,0.004,0.09,AGN,0.8,0.2,2.988,,ZW 538.059,AGN,2010A&A...518A..10V
2CXO J022412.3+275011,36.0512531,27.836516,0.71,20.81,5.1e-14,5e-15,7.2e-14,6e-15,3.4e-13,3e-14,4.6e-13,3e-14,0.731,,19.94,0.01,19.74,0.06,18.33,0.04,17.2,0.2,16.2,0.2,15.5,0.2,14.29,0.03,13.22,0.03,10.22,0.07,-0.8,0.8,1.419,1783.0,1284.0,2395.0,0.996,0.001,0.0,0.0001,0.0,0.002,0.0,0.001,0.009,0.004,0.0,0.001,0.0004,0.006,0.0003,0.004,AGN,0.996,0.009,69.192,,3C  67.0,AGN,2010A&A...518A..10V
2CXO J022436.9-000603,36.1538594,-0.1010239,0.74,9.51,9e-16,2e-16,2.5e-15,4e-16,8e-15,1e-15,1.1e-14,2e-15,0.71,0.784,20.62,0.02,20.9,0.2,20.3,0.1,,,,,,,16.52,0.07,15.5,0.1,12.14,,0.7,1.0,1.853,1036.0,665.0,1543.0,0.97,0.004,0.0,0.0,0.0001,0.02,0.0,0.01,0.02,0.009,0.002,0.001,0.0009,0.02,0.002,0.01,AGN,0.97,0.02,22.85,,SDSS J02246-0006,AGN,2010A&A...518A..10V
2CXO J022525.6-043509,36.3570141,-4.5859632,0.86,5.34,1.8e-15,8e-16,2.8e-15,8e-16,9e-15,3e-15,1.4e-14,3e-15,0.882,,20.89,0.02,21.3,0.3,20.5,0.1,,,,,,,17.3,0.1,16.5,0.2,12.7,,,,,,,,0.9,0.02,0.001,0.0,0.001,0.05,0.001,0.01,0.1,0.05,0.003,0.001,0.004,0.07,0.004,0.01,AGN,0.9,0.1,4.751,,CDFS J02254-0435,AGN,2010A&A...518A..10V
2CXO J022654.5-044438,36.7272743,-4.7439107,0.9,3.76,2e-16,1e-16,8e-16,3e-16,1.3e-15,7e-16,2.3e-15,7e-16,0.613,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.01,0.09,0.0,0.0,0.4,0.1,0.02,0.2,0.03,0.07,0.0,0.02,0.2,0.1,0.02,AGN,0.4,0.2,0.144,,CDFS J02269-0444,AGN,2010A&A...518A..10V
